pair_id,en_source_id,ne_source_id,en_sentence_index,ne_sentence_index,en_text,ne_text,alignment_score,manual_label,reviewer,notes
EDU_0001_EDU_0002_00090,EDU_0001,EDU_0002,1051,89,"(i)
=
(ii)
=
(iii)
=

(iv)
=
(v)
=
2.","My Mathematics, Grade 4
49
Mixed Numbers
Sheela said to Raju, ""I have one and half apple.
How can I write this in a single number?""
Raju said, ""Divide that single apple into
two parts and look. Now, how many halves
are there?""
Sheela said, “3 halves. She has written in
this way; 3 halves

“It’s a new kind of fraction. It has greater numerator than the
denominator.”
Raju said, “The fraction having greater numerator than the denominator
is called improper fraction’
Please write 5 improper fractions.
Now, we can make a whole joining two halves
among three halves and remain a half.
In the adjoining figure, 2 halves of apples are
equal to 1 apple and there remains a half.
Thus, = 1 whole and 1
2 = 1 + 1
2 = 1 1
2 can
be written an apple and half apple

Thus, if a whole number and fraction is combined together, that is
called mixed number.
Similarly, how many wholes and halves are there in
?",0.6444,,,
EDU_0001_EDU_0002_00091,EDU_0001,EDU_0002,1063,90,He took 3 apples and cut them into 4 pieces each.,"Think for a while and write 5/5 examples of mixed number. We can
convert the mixed number into improper fraction and improper
fraction into mixed number.
3
2

50
My Mathematics, Grade 4
(a) Convert 11
4 into mixed number:

In the given figure 11
4 denotes 11

pieces of
part. Here, 8 pieces of

whole and 3 pieces

of

So 11
4 =
=2 3
4

Short method

In 11
4 , when we divide 11 by 4.

2

4
11

8

3 remainder

So 11
4 = 2 whole +
=
(2 whole and 3 by 4)
(b) Convert
3
4
2
into improper fraction:

Here,
means 3 parts among
4.
So, if we divide 2 whole into
4/4
parts, we get 8 parts, in total. If

we add remaining 3 parts,

it becomes 11 parts of
.

So,
3
4
1
4
=
2
=
Example 1
3
4
2+

My Mathematics, Grade 4
51
Short method –

Multiply whole number and denomi-
nator of fraction and add numerator
with the product. Then, write down the
denominator of the given fraction.
4. What is the value of x, y and z in the number line?",0.6444,,,
EDU_0001_EDU_0002_00092,EDU_0001,EDU_0002,1075,91,"Sushil took the 4
11 part, Suman took
the 2
11 part, and Rajan took the 5
11 part of the Laddus purchased.","Find out both

in mixed numbers and in improper fractions.
0
1
2
z
y
x
1. Convert the following improper fractions into mixed number.

(a)

(b)

(c)

(d)

(e)
2. Convert the following mixed numbers into improper fractions.

(a)
(b)
(c)
(d)
(e)
3. In the figure, 1 cm is divided into 10 equal parts. What is the length

of pencil.

(a) in mixed number?",0.6443,,,
EDU_0001_EDU_0002_00093,EDU_0001,EDU_0002,1088,92,Arrange the fractions in descending order.,"and

(b) in improper fraction?",0.9012,,,
EDU_0001_EDU_0002_00094,EDU_0001,EDU_0002,1100,93,"Find out the grades
they will obtain with the help of your teacher.","Exercise 4.3
15
4
13
4
11
5
16
3
21
8
1
2
12
1
3
33
1
4
15
3
5
16
7
6
9
11
4
=

52
My Mathematics, Grade 4
Fundamental operations on fraction
We can do simple operation in fraction similar as in the whole number.
Addition and substraction of fractions.
Addition of like fractions
Look at the following figures carefully. The figures show that
is
the sum of fractions
and
.
While adding like fractions,
we have to add the numerator
only. Denominator remains the
same.
So,

+
=
+
=
To make denominator 12 in
2
6 , we have multiplied
numerator and denominator
by 2.
+
=
+
=
While adding unlike fraction, first make the denominator equal (make

equivalent fraction). Then, add numerators. Discuss more about it.
4 + 3
12
=
7
12
=
3
12
4
12+
=
2x2
6x2
2
6
3
12
3
12
+
+
=
Teaching Instructions:
Addition of unlike fractions

My Mathematics, Grade 4
53
(a)
Multiples of 4 are 4, 8, 12, 16, 20, ...
Multiples of 6 are 6, 12, 18, 24, 30, ...
Here, 12 is the smallest common multiple 4
and 6.
So, we have to multiply the denominator and
numerator of
by 3 and
by 2
Multiples of 7 are 7, 14, 21, 28, 35, 42, 49, 56, 63, . . .
Multiples of 8 are 8, 16, 24, 32, 40, 48, 56, 64, . . .
Here, 56 is the smallest common multiple of 7 and 8.
So, we should multiply the denominator and numera-
tor of
by 8 and
by 7.
(keeping in the smallest term)
Example 1
3
4
1
6
+
3x3
4x3
1x2
6x2
+
=
2
12
9
12+
=
11
12
=
6
7
5
8
+
6x8
7x8
5x7
8x7
+
=
35
56
48
56+
=
83
56
=
=
7
7
1
To change unlike fractions into like fractions, we can multiply the
denominator and numerator of the first fraction by the denominator of
the second fraction, and the denominator and numerator of the second
fraction by the denominator of the first fraction.
Subtract:
(a)

Example 2
(b)
Similar to the addition of the fraction,
while subtracting of like fraction, we
should subtract numerator only. If
the fraction is unlike, first, we should
make the denominator same and then
only we can subtract the numerator.

54
My Mathematics, Grade 4
(b)
Making equivalent fraction having the
same denominator.
Changing improper fraction into mixed
number.
Changing into the
smallest term
Making the equivalent fractions having
the same denominator.
Changing mixed number into
improper fraction.
3
4
2
5
–
3x5
4x5
2x4
5x4
-
=
8
20
15
20-
=
15-8
20
=
7
20
=

8
4
33
– 32

1
9
2
15
4
+
9x4
2x4
15x2
4x2
+
=
30
8
36
8 +
=
66
8
=
33
4
=
1
2
4
1
2
4
+
4x2+1
2
3x4+3
5
=
1
4
8
=
Example 3
+

My Mathematics, Grade 4
55
1. Make the same denominator of the following pair of fractions.

(a) and
(b) and
(c) and
(d) and
2. Add.

(a)
(b)
(c)
(d)

(e)
(f)
(g)
(h)
Changing mixed number into
improper fraction.
Making equivalent fractions having
same denominator.
Subtracting numerators.
Changing into least term.
Changing improper fraction into
mixed number.
Exercise 4.4
Example 4
23
3
35
6
–
23x6
3x6
35x3
6x3
-
=
105
18
138
18 -
3
8
1
4
+
2
7
1
6
+
2
15
4
5
+
3
4
3
10 +
7
18
5
9
+
2
7
5
9
+
3
8
5
6
+
7
12
7
11 +
=
138–105
18
=
33
18
=
11
6
=
1
2
4
9
1
5
5
6
3
8
3
2
2
3
7
5
6
5
–
7x3+2
3
5x6+5
6
=
5
6
1
=
Solve
2
5
3
7
–

56
My Mathematics, Grade 4
3. Subtract.

(a)
(b)
(c)
(d)

(e)
(f)
(g)
(h)
4. Simplify.

(a)
(b)
(c)
(d)
5. Simplify.

(a)
(b)
(c)
(d)
4.2 Decimal number
Here, a rectangular figure is divided
into ten equal parts. Its
4
10 part is
shaded. Which is called 4 tenths. It
can be written
4
10 in fraction and
0.4 in decimal.
Square of the right side is divided
into hundred equal parts. Its

parts are shaded. It is called 7
hundredths.
0.07 is written from
in decimal,
15
100 is written as 0.15.
0.79 is written for
79
100
5
9
5
9
–
2
5
8
15 –
1
10
1
5
–
2
6
5
8
–
7
12
5
6
–
5
12
13
18 –
2
5
5
6
–
3
10
11
15 –
2
3
5
1
6
8
+
3
5
3
1
10
2
–
2
5
3
4
10
5
+
1
2
8
3
4
6
–
1
9
6
1
2
7
+
1
3
10
1
6
2
-
1
2
4
1
3
3
+
1
4
8
2
9
3
-

My Mathematics, Grade 4
57
In the above figure, a whole rectangle and
7
10 of the second
rectangle is shaded.
Both of them can be written in the same fraction as
7
10
1

For the fraction
7
10
1
, we write it as 1.7 in decimal.
Similarly, is written as = 3.07 and
is written as= 5.59 in
decimal number.

So,
The figure is divided into hundred equal parts. The shaded parts
can be written in the following way:

So,
The figure is divided into 10 equal
parts. The shaded parts can be
written in as
1
5 or
2
10
2
10
5
100
5
100
5
100
7
100
3
59
100
5
1
5
2
10
=
= 0.2
= 0.05

58
My Mathematics, Grade 4

1. Write in decimal.

(a)
(b)
(c)
(d)
(e)

(f)
(g)
(h)
(i)
(j)
2. Write in fraction.

(a) 0.5
(b) 0.9
(c) 3.4
(d) 8.2
(e) 10.8

(f) 0.37
(g) 0.53
(h) 0.77
(i) 12.05
(j) 18.68
3. Write in decimal.

(a)
(b)
(c)
(d)
(e)

(f)
(g)
(h)
(i)
(j)
bzdnjdf n]v M
1. Write in decimal.
(a)

To make denomi-
nator 10, multiply
by 2
(b)
Example 1
Exercise 4.5
7
25
3
5
7
25
3
5
7x4
25x4
3x2
5x2
28
100
6
10
=
=
=
=
= 0.28
= 0.6
8
10
2
5
1
4
3
4
4
25
9
25
15
20
4
5
1
2
7
50
13
20
89
100
9
100
45
100
5
10
6
10
3
5
10
9
12
100
8
8
100
30
7
10
12
To make denominator 100.
multiply by 4

My Mathematics, Grade 4
59
Units, tenths and hundredths
10 tenths
The shaded part is a whole (1)

The shaded part is 1

tenth (0.1)
1 whole = 10 tenths
The shaded part is 1 hundredths
1 hundredth = 0.01
Similarly,
0.37
0.52
Study the following examples and learn.
(a) 2.3
(b) 0.64
(a) 2.3 = 2 whole and 3 tenths = 20 tenths + 3 tenths = 23 tenths

= 2.0 + 0.3 = 2.3
(b) 0.64 = 64 hundredths = 60 hundredths and 4 hundredths = 0.6 + 0.04

= 0.64
Study the following examples and learn.
(a) 35 tenths
(b) 26 hundredths
(a) 35 tenths = 30 tenths and 5 tenths = 3 + 0.5 = 3.5
(b) 26 hundredths = 2 tenths and 6 hundredths = 0.2 + 0.06 = 0.26
Example 1
Example 2

60
My Mathematics, Grade 4
1. Write in tenths.

(a) 3 ones
(b) 7 ones
(c) 4 ones
(d) 9 ones
2. Do as in example 1.

(a) 1.8
(b) 4.5
(c) 3.7
(d) 8.0
(e) 0.46

(f) 0.08
(g) 0.67
(h) 1.37
(i) 2.09
(j) 4.84
3. Do as in example 2.

(a) 52 tenths
(b) 49 tenths (c) 30 tenths (d) 80 tenths

(e) 45 hundredths (f) 76 hundredths
(g) 28 hundredths
4. 25.67 = 2 tens, 5 ones, 6 tenths and 7 hundredths

Write the followings like the above:

(a) 5.69 (b) 89.36
(c) 152.87
(d) 220.95
5. 4 tens, 6 ones, 3 tenths and 8 hundredths = 46.38

Write the followings as given above:

(a) 7 tens, 8 ones, 4 tenths and 9 hundredths

(b) 5 tens, 3 ones, 5 tenths and 7 hundredths

(c) 8 tens, 0 one, 3 tenths and 4 hundredths

(d) 2 hundreds, 0 ten, 6 ones, 0 tenths and 5 hundredths
Exercise 4.6

My Mathematics, Grade 4
61
Addition of decimal number
Add:
(a)
0.4
(b)
0.9

+ 0.3

+ 0.8
(a)
0.4 4 tenths
(b)
0.9 9 tenths

+ 0.3 + 3 tenths

+ 0.8 + 8 tenths

0.7 7 tenths

1.7 17 tenths
Add:
(b) 0.43
(b)
0.48

+ 0.35

+ 0.29
(a) 0.43
4 tenths 3 hundredths

+ 0.35
+ 3 tenths 5 hundredths

0.78
7 tenths 8 hundredths
(b) 0.48
4 tenths 8 hundredths

+ 0.29
+ 2 tenths 9 hundredths

0.77
7 tenths 7 hundredths

(17 hundredths = 1 tenths 7 hundredths)
Add:
1. (a)

(b)

(c)

(d)

0.3

0.6

0.4

0.2

+ 0.2

+ 0.2

+ 0.2

+ 0.5
Example 2
Example 1
Exercise 4.7

62
My Mathematics, Grade 4
2. (a)

(b)
0.7
(c)
4.8
(d) 27.9

3.9

0.5

3.3

35.8

+ 0.5

+ 0.3

+ 1.2
+ 56.7
3. (a) 0.54
(b) 4.63
(c) 5.32
(d) 52.63

+ 0.32

+ 0.54
+ 12.93
+ 23.94

(e) 0.23
(f) 15.34
(g) 3.37
(h) 27.58

0.42

6.02

2.48

37.43

+ 0.31

+ 7.43
+ 0.15
+ 53.63

(i) 0.65
(j)
0.34
(k) 2.29
(l) 9.86

+ 0.27

+0.58
+ 6.16
+ 5.69
4. Add.

(a) 6.72 + 9.18 + 3.29

(b) 14.1 + 36.08 + 7.96
Subtraction of decimal number
Subtract. (a)
0.9
(b)
8.3

– 0.3

– 0.6
(a)
0.9
9 tenths

– 0.3
3 tenths

0.6
6 tenths
(b)
8.3
8 whole and 3 tenth
7 whole and 13 tenth

– 0.6
6 tenth
– 0 whole and 6 tenth

7.7

7 whole and 7 tenth
Example 1

My Mathematics, Grade 4
63
Subtract. (a) 0.98
(b)
0.64

– 0.45

– 0.28
(a)
0.98
9 tenth and 8 hundredths

– 0.45
– 4 tenth and 5 hundredths

0.53
5tenth and 3 hundredths
(b)
0.64
6 tenth and 4 hundredths 5 tenth and 14 hundredths

– 0.28 – 2 tenth and 8 hundredths
–2 tenth and 8 hundredths

0.36

3 tenth and 56 hundredths
Subtract
1. (a)
0.9
(b)
1.6
(c) 8.6
(d) 40.8

– 0.4

– 0.4

– 0.6
– 23.6

(e)
9.3
(f) 14.2
(g) 64.5
(h) 50.0

– 0.8

– 3.7
– 59.7
– 34.6
2. (a) 0.96
(b) 6.98
(c) 60.83
(d) 0.54

– 0.32

– 3.76
– 43.83
– 0.28

(e) 0.84
(f) 8.82
(g) 16.14
(h) 28.20

– 0.26

– 3.43
– 9.08
– 19.58
3. By how much is 5.28 greater than 3.06?",0.6445,,,
EDU_0001_EDU_0002_00095,EDU_0001,EDU_0002,1112,94,"It is two 1
3 and written as 2
3
Teacher : Now can you show 4
3 by shadowing?",4. By how much is 60 greater than 21.69?,0.7786,,,
EDU_0001_EDU_0002_00096,EDU_0001,EDU_0002,1124,95,"Bhrikuti : When the numerator is smaller than the denominator
we can represent it directly by dividing a rectangle
into equal parts and shadowing the required parts.","5. Simplify.

(a) 36.08 + 7.8 – 14.1

(b) 6.72 – 9.18 + 5.29
Example 2
Exercise 4.8

64
My Mathematics, Grade 4
Using decimal
100 Paisa = 1 Rupees
1 Paisa =
1
100 Rupees
A meter tape is shown below:
Here, 1 m is divided into 100 cm. Find a similar tape and observe.
100 cm = 1m
1 cm = hundredths of 1 m
1 cm =
m
Write in rupees.
(a) 42 Paisa
(b) Rs. 6 and 63 Paisa
(a) 42 Paisa = Rs. 42
100 = Rs. 0.42
(b) Rs. 6 and 63 Paisa
= Rs.
63
100
6
= Rs. 6.63
Write in Paisa.
(a) Rs. 0.09 (b) Rs. 0.68
(a) Rs. 0.09 = 0.09 x 100 Paisa = 9.00 Paisa = 9 Paisa
(b) Rs. 0.68 = 0.68 x 100 Paisa = 68 Paisa
Example 2
Example 1
Re1

My Mathematics, Grade 4
65
Write in metre.
(a) 37 cm
(b) 7 m and 25 cm
(a) 37 cm = 37
100 m = 0.37 m
(b) 7 m and 25 cm = 7 m + 25
100 m = 7.25 m
(a) Write in cm. 0.53m
(b) Write in m and cm. 5.63m
(a) 0.53m = 0.53 x 100 cm = 53 cm
(b) 5.63 m = 5 m + 0.63 m = 5 m + 0.63 x 100 cm

= 5 m + 63 cm = 5 m 63 cm
1. Write in rupees.

(a) 24 Paisa
(b) 93 Paisa
(c) 7 Paisa

(d) Rs 5 and 87 Paisa (e) Rs 8 and 75 Paisa (f) Rs 20 and 80 Paisa
2. Write in rupees and paisa.

(a) Rs. 0.56
(b) Rs. 0.50
(c) Rs. 0.09
(d) Rs 0.83

(e) Rs. 8.50
(f) Rs. 12.25
(g) Rs. 3.08
(h) Rs. 35.23
3. Write in meter.

(a) 32 cm
(b) 8cm
(c) 95 cm

(d) 8 m 45 cm
(e) 25 m 28cm
(f) 65 m 29cm
Example 4
Example 3
Exercise 4.9

66
My Mathematics, Grade 4
4. Write in m and cm.

(a) 0.87 m
(b) 0.6 m
(c) 5.50 m
(d) 9.73 m

(e) 5.60 m
(f) 25.09 m
(g) 3.65 m
(h) 8.38 m
5. Write in rupees and paisa.

(a) 62 paisa + Rs. 3.92 + RS. 3.48 + 8 Paisa

(b) Rs. 3.65 + 68 Paisa + Rs. 1.32 + 15 Paisa

(c) Rs. 8.89 + 9 Paisa + Rs. 4.86 + Rs. 7.79

(d) Rs. 0.69 + Rs. 3.69 + 50 Paisa + Rs. 18.36
6. Write in m and cm.

(a) 2.41m + 6.0 m + 0.73 m + 22 m

(b) 72 cm + 8 cm + 27.45 m + 26
7. Find the perimeter of each figures.

(a)
(b)
8. Raju bought a copy of Rs. 3.45 and gave Rs. 5 to shopkeeper. How

much will he get in return?",0.6444,,,
EDU_0001_EDU_0002_00097,EDU_0001,EDU_0002,1136,96,"Hari was very hungry so he ate a
slice of the pizza.","9. If a copy is bought for Rs. 5.25 and pencil for Rs. 1.75, how much

will be saved from Rs. 10?",0.7925,,,
EDU_0001_EDU_0002_00098,EDU_0001,EDU_0002,1148,97,"The eaten portion is written as 1
4 .","10. This triangle has the perimeter of 16.5 cm., what is the length of

AB?",0.7547,,,
EDU_0001_EDU_0002_00099,EDU_0001,EDU_0002,1160,98,"7
4 is an improper fraction
3 3
4 and 2 3
5 are mixed numbers.","3.4 cm
4.6 cm
5.9 cm
3.3 cm
4.7 cm
A
B
D
B
A
B
C
A
B
B
6.5 cm
5.5 cm

My Mathematics, Grade 4
67
11.

Measure AB and CD in cm. What
is the length of the line sagment
adding both. How longer is CD
than AB?",0.6443,,,
EDU_0001_EDU_0002_00100,EDU_0001,EDU_0002,1173,99,"3
5
3
4
5
4
4
6
4
5
2.","12.

In the figure alongside RS is
4.7cm PQ is shorter than RS.
by 2.3cm. Find the length of PQ
without using a ruler.
4.3 Percentage
Among different conversions of fractional
numbers, percentage is one. What does the
shaded part of the alongside figure denote?",0.6445,,,
EDU_0001_EDU_0002_00101,EDU_0001,EDU_0002,1185,100,7.,"The whole figure has been divided into 100 equal parts, and among
which 9 parts have been color shaded.
Therefore, the shaded part

Here,
or 0.09 denotes 9 parts out of 100.
If the denominator of the fraction is 100, the numerator denotes
what part out of 100 is shaded. The numerator of the fraction with
denominator 100 is known as percentage. The sign % indicates
percentage.
In the above figure
9
100 part has been shaded, so it is 9%. It means 9
out of 100.
When we change a fraction into percentage, we multiply it by 100,
and put a sign % . For example, 9
100
P
Q
R
S
A
B
C
D
x 100% = 9%
0.09

68
My Mathematics, Grade 4
1. Write each of the following fractions in percentage.

(a)
5
100
(b) 17
100
(b) 38
100

(d) 65
100
2. Write in percentage making each denominator of the following

fractions 100.

(a) 3
4
(b) 1
2
(c) 2 1
2
(d) 9
10
(e) 12
25
3. 5% denotes
5
100 . Likewise, write the following percentage in the

form of fraction.

(a) 3%
(b) 13%
(c) 55%
(d) 115%
(e) 63%
4. Change the following decimals in the form of percentage.

(a) 0.33
(b) 0.15
(c) 0.10
(d) 0.08
(e) 1.5
5. For the shaded parts of the following figures, first, write in the

fraction, then, in percentage.

(a)
(b)
(c)
6. In an examination, 10 questions were asked. One question among

them was difficult. What part of the whole questions is difficult ?",0.6445,,,
EDU_0001_EDU_0002_00102,EDU_0001,EDU_0002,1197,101,It is read as zero point one.,"Write in fraction. Now, make the denominator 100 and write in

percentage.
Example 4.10

My Mathematics, Grade 4
69
In this way, if we know the price of certain number of the same thing, we can
find out the price of one of them by dividing it the sum the total number of
items bought. This is known as a unit price. Similarly, if we know the price
of one item, and want to find the total price of a certain number of the same
thing, we should multiply the total number by the unit price.
1. If one mango costs Rs 3, what is the price of 15 mangoes?",0.6444,,,
EDU_0001_EDU_0002_00103,EDU_0001,EDU_0002,1209,102,"6.2.1 Tenths and Hundredths

86

My Mathematics, Grade 4
Activity 2
The discussion above can be explained as:
1
100 = 1's
1
100 = 1' 0.01 = 0.01
5
100 = 5s
1
100 = 5's 0.01 = 0.05
18
100 = 18's 1
100 = 18's 0.01 = 0.18
Similarly,
45
100 = 45's
1
100 = 45's 0.01 = 0.45
In the figure on the right, a rectangle
is divided into 100 equal parts.","2. If a dozen of exercise books costs Rs. 60, what is the price of

12 dozens?",0.6444,,,
EDU_0001_EDU_0002_00104,EDU_0001,EDU_0002,1221,103,"Example 1
Write the shaded areas of the diagrams in fractions and decimals
(i)
(ii)

Fraction = 4
10

Fractio = 6
10

Decimal = 0.4

Decimal = 0.6
(iii)

Fraction = 2
10

Decimal = 0.2
(iv)
Fraction = 8
100
Decimal = 0.08

88

My Mathematics, Grade 4
1.","3. If a dozen of pencils costs Rs. 24, what is the price of 1 pencil?",0.6444,,,
EDU_0001_EDU_0002_00105,EDU_0001,EDU_0002,1233,104,"For this, divide the paper from the
horizontal side of the square into ten
equal parts.","4. Ramesh paid Rs 1600 to the shopkeeper buying 2 sarees. What

was the price of 1 saree?",0.9890,,,
EDU_0001_EDU_0002_00106,EDU_0001,EDU_0002,1246,105,"Example 2

90

My Mathematics, Grade 4
Mathematically it is,

3
10 = 3 × 10
10 × 10

= 30
100

= 30%
To make the denominator
100, both numerator
and denominator are
multiplied by 10.","5. If the price of 25 books is Rs. 300, what’s the price of 1 book?",0.6445,,,
EDU_0001_EDU_0002_00107,EDU_0001,EDU_0002,1258,106,"Write each sentence below in a fraction, decimal and
percentage:

i.","6. If 5 people ate 15 samosas in equal numbers, how many samosas

would a person eat?",0.9362,,,
EDU_0001_EDU_0002_00108,EDU_0001,EDU_0002,1270,107,"%
(ii) 45
100 = ....","4.4 Unitary method
Raju paid Rs. 2 to buy 1 orange. How
can we find out the price of 10 oranges?",0.6445,,,
EDU_0001_EDU_0002_00109,EDU_0001,EDU_0002,1282,108,i.,"To find out the price of 10 oranges
using the price of 1 orange, we should
multiply the number of oranges by 2,i.e.
10 x Rs 2 = Rs 20
Let’s think of the same question in a different way.
Raju bought 10 oranges for Rs 20. What price did he pay for one orange?",0.6444,,,
EDU_0001_EDU_0002_00110,EDU_0001,EDU_0002,1294,109,"Which of the following symbols is used in an empty
box for the expression 9
13
8
13

(a)
=
(b)
>
(c)
<
(d)
≥
Miscellaneous Exercise

94

My Mathematics, Grade 4
viii.","Lets’
divide the total price by the number of items bought, and see what happens?",0.7496,,,
EDU_0001_EDU_0002_00111,EDU_0001,EDU_0002,1306,110,Rounding off 883 to the nearest hundred is ……….,"2
10 20

20

x
Exercise 4.10
The teachers should make some more problems as given here, or let the
students do so and solve the problems.
Teaching Instructions:
So, it's clear that one orange costs Rs 2.

70
My Mathematics, Grade 4
5.1 Day, week, month and year
Look at the following calender and discuss the questions that follow:
(a) Which month's calendar is this?",0.6444,,,
EDU_0001_EDU_0002_00112,EDU_0001,EDU_0002,1318,111,"A school bank account had Rs.20,00,000 in it.",(b) How many days are there in a week?,0.9514,,,
EDU_0001_EDU_0002_00113,EDU_0001,EDU_0002,1331,112,7.,What are they?,0.6445,,,
EDU_0001_EDU_0002_00114,EDU_0001,EDU_0002,1343,113,How many copies were remained at school?,(c) How many days are there in this month?,0.9828,,,
EDU_0001_EDU_0002_00115,EDU_0001,EDU_0002,1355,114,12.,(d) Are there the same days in all months?,0.6445,,,
EDU_0001_EDU_0002_00116,EDU_0001,EDU_0002,1367,115,ii.,"Looking in an annual

calender, find how many days are there in each month?",0.6444,,,
EDU_0001_EDU_0002_00117,EDU_0001,EDU_0002,1379,116,2816540.,"5
Time, money and
measurement
Mansir
2074 B.S.
Sun
Mon
Tues
Wed
Thues
Fri
Sat

1
2
3
4
5
6 7
8
9
10 11 12 13 14 15 16
17 18 19 20 21 22 23
24 25 26 27 28 29
Bring a real calender and discuss on all information available in the

calender.
Teaching Instructions:

My Mathematics, Grade 4
71

3
7
25
- 21

4 days
Relation among day, week, month and year
Look at the following table to learn the relation of time.
24 hours = 1 day
7 days = 1 week
30 days = 1 month
12 months = 1 year
Conversion of day and week
Convert 25 days into week and day.
There are 7 days in 1 week. So divide the days by 7 to convert the
days into week.
Let's divide:
Hence, 25 days = 3 weeks and 4 days.
Conversion of day into month
All months do not have 30 days but calculation is carried out assum-
ing 30 days in a month. How many days are there in two months?",0.6444,,,
EDU_0001_EDU_0002_00118,EDU_0001,EDU_0002,1391,117,"The total expense of the tour amounts to
Rs.","1 month = 30 days
2 months = 30 x 2 = 60 days
Now, you can say, how many months
are in 60 days?",0.7239,,,
EDU_0001_EDU_0002_00119,EDU_0001,EDU_0002,1403,118,"98

My Mathematics, Grade 4
Activity 1
This is Rita's watch.",How do we know?,0.6444,,,
EDU_0001_EDU_0002_00120,EDU_0001,EDU_0002,1416,119,"What time it on
Rita's watch?","To convert days into month, we should divide by 30.
Example 1
day
month

72
My Mathematics, Grade 4
How many months are there in 250 days?",0.6445,,,
EDU_0001_EDU_0002_00121,EDU_0001,EDU_0002,1428,120,"The digital watch does not have
hands.","Let's divide 250 by 30,
From the above, we know that 250 days = 8 months and 10 days.
Conversion of month into year
There are 12 months in a year and there are 2 x 12 = 24 months in
2 years. Here, to convert year into month, we multiply by 12. Now,
to convert month into year, what should we do?",0.6445,,,
EDU_0001_EDU_0002_00122,EDU_0001,EDU_0002,1440,121,Discuss in the class.,"We should divide months by 12 to convert month into year.
How many years are there in 124 months?",0.6445,,,
EDU_0001_EDU_0002_00123,EDU_0001,EDU_0002,1452,122,180 seconds is equals to 180 ÷ 60 = 3 minutes.,"Dividing 124 months by 12.
Thus, 124 months means 10 years and 4 months.

10 years
12 124
- 12

04 months

8
30 250
- 240

10
Example 2
Example 3
months
days
month
year

My Mathematics, Grade 4
73
Above calendar is the calendar of Kartik month of 2074 BS. How many
days are there in the above month?",0.6444,,,
EDU_0001_EDU_0002_00124,EDU_0001,EDU_0002,1464,123,"We must multiply to convert from higher to lower units, and we
must divide to convert from lower to higher units.","There are 12 months in a year. Generally, there are 30 days in a
month. But some of them also have 29, 31, 32 days. What are the
days of each year?",0.9242,,,
EDU_0001_EDU_0002_00125,EDU_0001,EDU_0002,1476,124,"Calculate the number of seconds she
took to cross the distance.","Find out the days of all months of this year by
counting days.
Generally, there are 365 days in a year.
Problems related to day and year.
A year has 365 days, write appropriate number in the box in your exercise
book.
1 year = 365 days
In 2 years = 2 x 365 days =
days
In 3 years = 3 x 365 days =
days
In 4 years x days =
days
Day and year
Look, read & lLearn
Kartik
2074 B.S.
Sun
Mon
Tues
Wed
Thus
Fri
Sat/

1 3
3
4
5
6
7
8 9 10 11
12 13 14 15 16 17 18
19 20 21 22 23 24 25
26 27 28 29 30

74
My Mathematics, Grade 4
1. Convert days into months.

(a) 30 days
(b) 60 days
(c) 240 days

(d) 300 days
(e) 210 days
(f) 270 days
2. Convert days into months and days.

(a) 40 days
(b) 76 days
(c) 87 days

(d) 125 days
(e) 166 days
(f) 215 days
3. Convert days into weeks.

(a) 14 days
(b) 21 days
(c) 35 days

(d) 63 days
(e) 273 days
(f) 364 days
4. Convert days into weeks and days.

(a) 24 days
(b) 47 days
(c) 83 days

(d) 132 days
(e) 240 days
(f) 320 days
5. Convert years into days.

(a) 2 years
(b) 4 years
(c) 6 years

(b) 14 years
(e) 20 years
(f 50 years
6. Convert months into years.

(a) 48 months
(b) 60 months
(c) 84 months

(d) 108 months
(e) 120 months
(f) 144 months
7. Convert months into years and months.

(a) 50 months
(b) 85 months
(c) 170 months

(d) 250 months
(e) 1224 months
(f) 2436 months
Exercise 5.1

My Mathematics, Grade 4
75
Look and read times in these clocks. Calculate the difference of
time between the first and the third clock. Discuss:
Read, discuss and learn.
Look at the right hand side figure,
what it says.
Minute can be converted into hour and
hour into minute. To convert hours into
minute, multiply by 60, and to convert
minute into hour, minutes should be divided by 60.
Convert 5 hours into minute.
5 hours
= 5 x 60 minutes
= 300 minutes
Convert 7 hours and 20 minutes into minute.
7 hrs and 20 minutes
Here, 20 minutes is not converted. So let's convert 7 hrs into minute and
add both.
Time: Hour and minute
If the minute hand rotates a whole round, it is 60 minutes. There
are 60 minutes in an hour. Hour hand crosses a number in an hour.
Look at the following clocks.
Example 1
Example 2
min.
hour

76
My Mathematics, Grade 4
Here, 250 minutes = 4 hrs and 10 minutes
1. Convert hour into minutes.

(a) 1 hour
(b) 8 hours
(c) 24 hours

(d) 36 hours
(e) 100 hours
(f) 340 hours
2. Convert minutes into hour.

(a) 120 minutes
(b) 180 minutes (c) 240 minutes
3. Express minutes into hour and minute.

(a) 110 minutes
(b) 170 minutes (c) 250 minutes

(d) 340 minutes
(e) 420 minutes (f) 570 minutes
Here, 7 hrs 20 minutes
= 7×60 minutes + 20 minutes
= 420 minutes + 20 minutes
= 440 minutes
Convert 250 minutes into hours and minutes.
To convert minute into hour, we should divide it by 60

4 hrs
60 250
- 240

10 min
Example 3
Exercise 5.2

My Mathematics, Grade 4
77
Time: Second and minute
In the adjoining figure, Rina and Sita
are skipping. If you skip quickly for
15 times, how much time do you
take?",0.6444,,,
