candidate_id,source_id,module_id,grade,subject,subdomain,screen_id,activity_id,record_key,pair_method,candidate_bucket,module_quality_score,module_risk_level,module_quality_flags,review_priority,auto_decision,qa_flags,en_record_text,ne_record_text,en_sentence_index,ne_sentence_index,en_text,ne_text
EPAATH_grade1__math__adding_three_numbers_candidate_00026,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page1,p1text5,strings/string#id=p1text5,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,How many sweets do I have now?,अब मसँग कति ओटा चकलेटहरू छन्?,1,1,How many sweets do I have now?,अब मसँग कति ओटा चकलेटहरू छन्?
EPAATH_grade1__math__adding_three_numbers_candidate_00027,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page1,p1text6,strings/string#id=p1text6,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Let’s count all the sweets.,सबै चकलेटहरू गनौँ।,1,1,Let’s count all the sweets.,सबै चकलेटहरू गनौँ।
EPAATH_grade1__math__adding_three_numbers_candidate_00028,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page1,p1text7,strings/string#id=p1text7,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,I have 18 sweets now.,अब मसँग १८ ओटा चकलेटहरू छन्।,1,1,I have 18 sweets now.,अब मसँग १८ ओटा चकलेटहरू छन्।
EPAATH_grade1__math__adding_three_numbers_candidate_00029,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page1,p1text8,strings/string#id=p1text8,exact_record_key,high_exact_multi_sentence,100,low,,high,review_first,,Let’s read aloud! 6 + 5 + 7 = 18,सँगै पढौँ! ६ + ५ + ७ = १८,1,1,Let’s read aloud!,सँगै पढौँ!
EPAATH_grade1__math__adding_three_numbers_candidate_00031,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page2,p2text2,strings/string#id=p2text2,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Now click on the dots to count them.,अब गणना गर्न थोप्लाहरूमा क्लिक गर।,1,1,Now click on the dots to count them.,अब गणना गर्न थोप्लाहरूमा क्लिक गर।
EPAATH_grade1__math__adding_three_numbers_candidate_00032,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page2,p2text3,strings/string#id=p2text3,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,The sum of all dice is,सबै थोप्लाहरूको योगफल,1,1,The sum of all dice is,सबै थोप्लाहरूको योगफल
EPAATH_grade1__math__adding_three_numbers_candidate_00033,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text1,strings/string#id=p3text1,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Now let’s learn to add using our fingers!,अब औँलाहरूको प्रयोग गरेर जोड गर्न सिकौँ!,1,1,Now let’s learn to add using our fingers!,अब औँलाहरूको प्रयोग गरेर जोड गर्न सिकौँ!
EPAATH_grade1__math__adding_three_numbers_candidate_00034,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text2,strings/string#id=p3text2,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,I have 7 marbles.,मसँग ७ ओटा गुच्चाहरू छन्।,1,1,I have 7 marbles.,मसँग ७ ओटा गुच्चाहरू छन्।
EPAATH_grade1__math__adding_three_numbers_candidate_00035,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text2a,strings/string#id=p3text2a,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,7 marbles,७ ओटा गुच्चाहरू,1,1,7 marbles,७ ओटा गुच्चाहरू
EPAATH_grade1__math__adding_three_numbers_candidate_00036,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text3,strings/string#id=p3text3,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Sagar gave me 3 marbles.,सागरले मलाई ३ ओटा गुच्चाहरू दियो।,1,1,Sagar gave me 3 marbles.,सागरले मलाई ३ ओटा गुच्चाहरू दियो।
EPAATH_grade1__math__adding_three_numbers_candidate_00037,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text3a,strings/string#id=p3text3a,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,3 marbles,३ ओटा गुच्चाहरू,1,1,3 marbles,३ ओटा गुच्चाहरू
EPAATH_grade1__math__adding_three_numbers_candidate_00038,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text4,strings/string#id=p3text4,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Numa gave me 6 more marbles.,नूमाले मलाई थप ६ ओटा गुच्चाहरू दिइन्।,1,1,Numa gave me 6 more marbles.,नूमाले मलाई थप ६ ओटा गुच्चाहरू दिइन्।
EPAATH_grade1__math__adding_three_numbers_candidate_00039,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text4a,strings/string#id=p3text4a,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,6 marbles,६ ओटा गुच्चाहरू,1,1,6 marbles,६ ओटा गुच्चाहरू
EPAATH_grade1__math__adding_three_numbers_candidate_00040,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text5,strings/string#id=p3text5,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Let’s count how many marbles we have in total.,अब हामीसँग जम्मा कति ओटा गुच्चाहरू छन् भनेर गणना गरौँ।,1,1,Let’s count how many marbles we have in total.,अब हामीसँग जम्मा कति ओटा गुच्चाहरू छन् भनेर गणना गरौँ।
EPAATH_grade1__math__adding_three_numbers_candidate_00041,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text6,strings/string#id=p3text6,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,We have 16 marbles now.,हामीसँग अहिले १६ ओटा गुच्चाहरू छन्।,1,1,We have 16 marbles now.,हामीसँग अहिले १६ ओटा गुच्चाहरू छन्।
EPAATH_grade1__math__adding_three_numbers_candidate_00042,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text7,strings/string#id=p3text7,exact_record_key,high_exact_multi_sentence,100,low,,high,review_first,,Let’s read aloud! 7 + 3 + 6 = 16,सँगै पढौँ! ७ + ३ + ६ = १६,1,1,Let’s read aloud!,सँगै पढौँ!
EPAATH_grade1__math__adding_three_numbers_candidate_00044,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page2,roll,strings/string#id=roll,exact_record_key,high_exact_single_sentence,100,low,,high,review_first,,Roll,यहाँ क्लिक गर।,1,1,Roll,यहाँ क्लिक गर।
EPAATH_grade1__math__adding_upto_hundred_candidate_00001,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,lesson/chapter,lesson/chapter,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Adding upto hundred,सय सम्मको जोड,1,1,Adding upto hundred,सय सम्मको जोड
EPAATH_grade1__math__adding_upto_hundred_candidate_00002,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,lesson/levelname,lesson/levelname,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Level 1,तह १,1,1,Level 1,तह १
EPAATH_grade1__math__adding_upto_hundred_candidate_00003,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,lesson/objective/description/purpose,lesson/objective/description/purpose,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,To add two numbers that add up to 100 without regrouping.,हात लागी नआउने र योगफल १०० सम्म आउने दुईओटा सङ्ख्याहरूको जोड गर्न।,1,1,To add two numbers that add up to 100 without regrouping.,हात लागी नआउने र योगफल १०० सम्म आउने दुईओटा सङ्ख्याहरूको जोड गर्न।
EPAATH_grade1__math__adding_upto_hundred_candidate_00005,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,lesson/subject,lesson/subject,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Math,गणित,1,1,Math,गणित
EPAATH_grade1__math__adding_upto_hundred_candidate_00006,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,lesson/topic,lesson/topic,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Math,गणित,1,1,Math,गणित
EPAATH_grade1__math__adding_upto_hundred_candidate_00007,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page1,chapter,strings/string#id=chapter,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Adding upto hundred,सय सम्मको जोड,1,1,Adding upto hundred,सय सम्मको जोड
EPAATH_grade1__math__adding_upto_hundred_candidate_00008,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,click_correct_option,strings/string#id=click_correct_option,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Click on the correct option.,सही उत्तरमा क्लिक गरौँ।,1,1,Click on the correct option.,सही उत्तरमा क्लिक गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00009,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,delicious,strings/string#id=delicious,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Delicious!,मिठो!,1,1,Delicious!,मिठो!
EPAATH_grade1__math__adding_upto_hundred_candidate_00010,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exqhelp1,strings/string#id=exqhelp1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,How to play ?,कसरी खेल्ने?,1,1,How to play ?,कसरी खेल्ने?
EPAATH_grade1__math__adding_upto_hundred_candidate_00011,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exqhelp2,strings/string#id=exqhelp2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Move up,माथि,1,1,Move up,माथि
EPAATH_grade1__math__adding_upto_hundred_candidate_00012,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exqhelp3,strings/string#id=exqhelp3,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Move right,दायाँ,1,1,Move right,दायाँ
EPAATH_grade1__math__adding_upto_hundred_candidate_00013,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exqhelp4,strings/string#id=exqhelp4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Move left,बायाँ,1,1,Move left,बायाँ
EPAATH_grade1__math__adding_upto_hundred_candidate_00014,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exqhelp5,strings/string#id=exqhelp5,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,very_short,Move down,तल,1,1,Move down,तल
EPAATH_grade1__math__adding_upto_hundred_candidate_00015,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exqhelp6,strings/string#id=exqhelp6,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,For collecting coins and fruits,सिक्का र फलफुलहरू सङ्कलन गर्न।,1,1,For collecting coins and fruits,सिक्का र फलफुलहरू सङ्कलन गर्न।
EPAATH_grade1__math__adding_upto_hundred_candidate_00016,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques,strings/string#id=exques,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Choose the correct answer for above question.,माथिको प्रश्नको सहि उत्तर छानौँ।,1,1,Choose the correct answer for above question.,माथिको प्रश्नको सहि उत्तर छानौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00047,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exsp1,strings/string#id=exsp1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Help Devi on her quest to find delicious food.,देवीलाई खाना खोज्नको लागि मदत गरौँ।,1,1,Help Devi on her quest to find delicious food.,देवीलाई खाना खोज्नको लागि मदत गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00048,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exsp2,strings/string#id=exsp2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,I’m hungry.,मलाई भोक लागेको छ।,1,1,I’m hungry.,मलाई भोक लागेको छ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00049,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exsp4,strings/string#id=exsp4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,I’m stil hungry.,मलाई अझै भोक लागेको छ।,1,1,I’m stil hungry.,मलाई अझै भोक लागेको छ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00050,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,extitle,strings/string#id=extitle,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,FOOD HUNT,फूड हन्ट,1,1,FOOD HUNT,फूड हन्ट
EPAATH_grade1__math__adding_upto_hundred_candidate_00051,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,hurray,strings/string#id=hurray,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Hurray!,हुर्रे!,1,1,Hurray!,हुर्रे!
EPAATH_grade1__math__adding_upto_hundred_candidate_00052,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page3,it_is_less_than,strings/string#id=it_is_less_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,It is less than that. Count by going right to left.,त्यो भन्दा कम हुन्छ। दायाँबाट बायाँ गएर गणना गरौँ।,1,1,It is less than that.,त्यो भन्दा कम हुन्छ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00053,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page3,it_is_less_than,strings/string#id=it_is_less_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,It is less than that. Count by going right to left.,त्यो भन्दा कम हुन्छ। दायाँबाट बायाँ गएर गणना गरौँ।,2,2,Count by going right to left.,दायाँबाट बायाँ गएर गणना गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00054,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page3,it_is_more_than,strings/string#id=it_is_more_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,It is more than that. Count by going right to left.,त्यो भन्दा बाढी हुन्छ। दायाँबाट बायाँ गएर गणना गरौँ।,1,1,It is more than that.,त्यो भन्दा बाढी हुन्छ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00055,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page3,it_is_more_than,strings/string#id=it_is_more_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,It is more than that. Count by going right to left.,त्यो भन्दा बाढी हुन्छ। दायाँबाट बायाँ गएर गणना गरौँ।,2,2,Count by going right to left.,दायाँबाट बायाँ गएर गणना गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00056,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,less_than,strings/string#id=less_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,They have less than that. Count by going right to left.,उनीहरूसँग त्योभन्दा कम गुच्चाहरू छन्। दायाँबाट बायाँ गएर गणना गरौँ।,1,1,They have less than that.,उनीहरूसँग त्योभन्दा कम गुच्चाहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00057,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,less_than,strings/string#id=less_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,They have less than that. Count by going right to left.,उनीहरूसँग त्योभन्दा कम गुच्चाहरू छन्। दायाँबाट बायाँ गएर गणना गरौँ।,2,2,Count by going right to left.,दायाँबाट बायाँ गएर गणना गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00058,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,more_than,strings/string#id=more_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,They have more than that. Count by going right to left.,"उनीहरूसँग त्योभन्दा धेरै गुच्चाहरू छन्। दायाँबाट बायाँ गएर गणना
 गरौँ।",1,1,They have more than that.,उनीहरूसँग त्योभन्दा धेरै गुच्चाहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00059,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,more_than,strings/string#id=more_than,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,They have more than that. Count by going right to left.,"उनीहरूसँग त्योभन्दा धेरै गुच्चाहरू छन्। दायाँबाट बायाँ गएर गणना
 गरौँ।",2,2,Count by going right to left.,"दायाँबाट बायाँ गएर गणना
 गरौँ।"
EPAATH_grade1__math__adding_upto_hundred_candidate_00060,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page1,p1text1,strings/string#id=p1text1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Let's learn to add numbers up to 100.,१०० सम्म आउने सङ्ख्याहरूको जोड गरौँ।,1,1,Let's learn to add numbers up to 100.,१०० सम्म आउने सङ्ख्याहरूको जोड गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00061,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page1,p1text2,strings/string#id=p1text2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Usha has 30 marbles.,ऊषासँग ३० ओटा गुच्चाहरू छन्।,1,1,Usha has 30 marbles.,ऊषासँग ३० ओटा गुच्चाहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00062,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page1,p1text3,strings/string#id=p1text3,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Numa has 40 marbles.,नूमासँग ४० ओटा गुच्चाहरू छन्।,1,1,Numa has 40 marbles.,नूमासँग ४० ओटा गुच्चाहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00063,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page1,p1text4,strings/string#id=p1text4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,How many marbles are there altogether?,अब जम्मा कतिओटा गुच्चाहरू छन्?,1,1,How many marbles are there altogether?,अब जम्मा कतिओटा गुच्चाहरू छन्?
EPAATH_grade1__math__adding_upto_hundred_candidate_00071,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page1,p1text7,strings/string#id=p1text7,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,They have 70 marbles in total.,उनीहरूसँग जम्मा ७० ओटा गुच्चाहरू छन्।,1,1,They have 70 marbles in total.,उनीहरूसँग जम्मा ७० ओटा गुच्चाहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00072,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page2,p2text1,strings/string#id=p2text1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,My brother and sister have some sweets.,मेरा दाइ र दिदीसँग केहि चकलेटहरू छन्।,1,1,My brother and sister have some sweets.,मेरा दाइ र दिदीसँग केहि चकलेटहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00073,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page2,p2text2,strings/string#id=p2text2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,My brother has 25 sweets.,मेरा दाइसँग २५ ओटा चकलेटहरू छन्।,1,1,My brother has 25 sweets.,मेरा दाइसँग २५ ओटा चकलेटहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00074,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page2,p2text3,strings/string#id=p2text3,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,My sister has 33 sweets.,मेरि दिदीसँग ३३ ओटा चकलेटहरू छन्।,1,1,My sister has 33 sweets.,मेरि दिदीसँग ३३ ओटा चकलेटहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00075,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page2,p2text4,strings/string#id=p2text4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,How many sweets do they have in total?,उहाँहरूसँग जम्मा कति ओटा चकलेटहरू छन्?,1,1,How many sweets do they have in total?,उहाँहरूसँग जम्मा कति ओटा चकलेटहरू छन्?
EPAATH_grade1__math__adding_upto_hundred_candidate_00083,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page2,p2text7,strings/string#id=p2text7,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,They have 58 marbles in total.,उहाँहरूसँग जम्मा ५८ ओटा चकलेटहरू छन्।,1,1,They have 58 marbles in total.,उहाँहरूसँग जम्मा ५८ ओटा चकलेटहरू छन्।
EPAATH_grade1__math__adding_upto_hundred_candidate_00084,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,page3,p3text1,strings/string#id=p3text1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Now let’s do some addition.,अब केहि थप जोडहरू गरौँ।,1,1,Now let’s do some addition.,अब केहि थप जोडहरू गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00101,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,pick,strings/string#id=pick,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Pick,टिपौँ,1,1,Pick,टिपौँ
EPAATH_grade1__math__adding_upto_hundred_candidate_00102,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,play,strings/string#id=play,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Play,खेलौँ,1,1,Play,खेलौँ
EPAATH_grade1__math__adding_upto_hundred_candidate_00103,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,start,strings/string#id=start,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Start,सुरु गरौँ,1,1,Start,सुरु गरौँ
EPAATH_grade1__math__adding_upto_hundred_candidate_00104,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,try_again,strings/string#id=try_again,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Try again!,फेरि प्रयास गरौँ।,1,1,Try again!,फेरि प्रयास गरौँ।
EPAATH_grade1__math__adding_upto_hundred_candidate_00105,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,you_are_right,strings/string#id=you_are_right,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,You are right. You count by going right to left.,ठिक। दायाँबाट बायाँ गएर गणना गरौँ।,1,1,You are right.,ठिक।
EPAATH_grade1__math__adding_upto_hundred_candidate_00106,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,you_are_right,strings/string#id=you_are_right,exact_record_key,high_exact_multi_sentence,90,low,many_identical_pairs,high,review_first,,You are right. You count by going right to left.,ठिक। दायाँबाट बायाँ गएर गणना गरौँ।,2,2,You count by going right to left.,दायाँबाट बायाँ गएर गणना गरौँ।
EPAATH_grade5__math__fractions_candidate_00001,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,overview,lesson/chapter,lesson/chapter,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Fraction,भिन्न,1,1,Fraction,भिन्न
EPAATH_grade5__math__fractions_candidate_00002,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,overview,lesson/levelname,lesson/levelname,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Level 1,तह १,1,1,Level 1,तह १
EPAATH_grade5__math__fractions_candidate_00003,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,overview,lesson/objective/description/purpose,lesson/objective/description/purpose,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,To multiply a whole number with a fraction and convert the product to mixed fraction,पूर्ण सङ्ख्यालाई भिन्नसँग गुणन गर्न र गुणनफललाई मिश्रित भिन्नमा परिणत गर्न,1,1,To multiply a whole number with a fraction and convert the product to mixed fraction,पूर्ण सङ्ख्यालाई भिन्नसँग गुणन गर्न र गुणनफललाई मिश्रित भिन्नमा परिणत गर्न
EPAATH_grade5__math__fractions_candidate_00004,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,overview,lesson/objective/description/purpose[2],lesson/objective/description/purpose[2],exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,To multiply any two proper fractions,कुनै दुई उपयुक्त भिन्नहरूको गुणन गर्न,1,1,To multiply any two proper fractions,कुनै दुई उपयुक्त भिन्नहरूको गुणन गर्न
EPAATH_grade5__math__fractions_candidate_00006,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,overview,lesson/subject,lesson/subject,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,medium,review_carefully,lesson_metadata,Maths,गणित,1,1,Maths,गणित
EPAATH_grade5__math__fractions_candidate_00013,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text1,strings/string#id=p1text1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,How many sweets are here?,यहाँ कतिओटा मिठाईहरू छन्?,1,1,How many sweets are here?,यहाँ कतिओटा मिठाईहरू छन्?
